source_id,source_title,relation_type,target,basis
VIRT-ASPLOS26-10,Lambda-trim: Reducing Monetary and Performance Cost of Serverless Cold Starts wi,CONTRASTS_WITH,VIRT-ASPLOS26-04 (WorksetEnclave),"Both target serverless cold-start cost, but Lambda-trim debloats the application package offline while WorksetEnclave optimizes the TEE's own snapshot/restore mechanism - the CONTEXT vs CORE line in the same problem space."
VIRT-ASPLOS26-13,Enabling Fast Networking in the Public Cloud,CONTRASTS_WITH,eRPC / TAS (bare-metal or library-OS kernel-bypass stacks),Directly implemented and measured as baselines; Machnet trades a small performance gap vs eRPC for portability across vNICs it cannot modify.
VIRT-ASPLOS26-17,CEMU: Enabling Full-System Emulation of Computational Storage beyond Hardware Li,USES_MECHANISM_FROM,QEMU device emulation,README explicitly states CEMU 'leverages QEMU to emulate CSDs within the guest VM using the host CPU and DRAM.'
VIRT-HPCA26-02,"eGPU: Production-Scale Elastic Sharing over 10,000 GPUs",SAME_BRANCH,VIRT-ASPLOS26-02 (gShare),"Both are 2026 fine-grained GPU-sharing systems for multi-tenant/multi-job environments, one an industry production system (Alibaba, 10,000+ GPUs) and one an academic VM-passthrough vGPU design evaluated at 64-GPU scale."
VIRT-HPCA26-05,DSAssassin: Cross-VM Side-Channel Attacks by Exploiting Intel Data Streaming Acc,CONTRASTS_WITH,VIRT-EUROSYS24-04,DSAssassin demonstrates exactly the class of shared-accelerator cross-VM leakage (via an unisolated Device TLB and shared work queue) that S-NIC's hard TLB/cache/bus partitioning of NIC accelerators is built to prevent; read together they show the isolation-vs-sharing trade-off from the attack and defense sides respectively.
VIRT-EUROSYS26-01,CofferOS: Hardening OS-level Virtualization with Rust,CONTRASTS_WITH,VIRT-EUROSYS26-06,Both target the container isolation/performance gap; CofferOS hardens the shared-kernel model in Rust while SKernel (same batch) splits the kernel per-container instead.
VIRT-EUROSYS26-02,Proteus: Heterogeneous FPGA Virtualization,SAME_BRANCH,Funky: Cloud-Native FPGA Virtualization and Orchestration,"Same last three authors (Mainas, Koshiba, Bhatotia) publish a companion cloud-native FPGA virtualization/orchestration system (found on arXiv, cs.OS Oct 2025 listing), suggesting a shared FPGA-cloud research program."
VIRT-EUROSYS26-03,NecoFuzz: Effective Fuzzing of Nested Virtualization via Fuzz-Harness Virtual Ma,LAYER_BELOW,VIRT-OSDI26-01,NecoFuzz tests the correctness of the hardware-assisted nested-virtualization mechanism (VMCS/VMCB handling) that a cooperative nested-virtualization architecture such as JANUS would run on top of.
VIRT-EUROSYS26-04,Everything You Need to Know About Virtual Machine Live Migration Between Heterog,EXTENSION,TGVM: Live Migration of Virtual Machines on Heterogenous Same ISA Processors (SPMA 2022),"Found on Alain Tchana's personal publication page while searching for this paper; a 2022 workshop paper by an overlapping group on the same same-ISA heterogeneous-processor live-migration problem, suggesting this EuroSys 2026 paper is a matured/extended treatment of that earlier workshop-scale result."
VIRT-EUROSYS26-05,Squeezy: Rapid VM Memory Reclamation for Serverless Functions,ALTERNATIVE,VIRT-EUROSYS25-03,"Both attack slow VM memory de/inflation (HyperAlloc via a shared page-frame allocator interface, Squeezy via segregating and lifespan-bounding hotplugged memory); different mechanisms for the same overhead_bottleneck."
VIRT-EUROSYS26-06,SKernel: An Elastic and Efficient Secure Container System at Scale with a Split-,CONTRASTS_WITH,VIRT-EUROSYS26-01,CofferOS keeps a single shared kernel and hardens it in Rust; SKernel instead splits the kernel per container -- two different answers to the same container-isolation-vs-performance problem.
VIRT-EUROSYS26-07,BASK: Batch And SmartNIC-offloaded KSM,SAME_BRANCH,VIRT-EUROSYS26-01,"Overlapping KAIST CASYS-lab authors (Kwak, Jung, Kwon) with CofferOS and MTTM (this corpus), a shared research program on cloud VM memory/isolation efficiency."
VIRT-EUROSYS26-07,BASK: Batch And SmartNIC-offloaded KSM,SAME_BRANCH,VIRT-OSDI26-05,"Both reportedly address VM memory-management efficiency by offloading work away from the host CPU's main execution path (Blowfish to RDMA far memory + guest tracker, BASK to a SmartNIC for KSM); the relation is topical only since BASK's actual mechanism is unconfirmed."
VIRT-EUROSYS26-08,MTTM: Dynamic Fast Memory Partitioning with Bandwidth Optimization for Multi-ten,SAME_BRANCH,VIRT-EUROSYS26-01,"Same KAIST group (Changjun Lee, Youngjin Kwon) as CofferOS and BASK, this batch, working on cloud VM/memory efficiency."
VIRT-EUROSYS26-12,"Demystifying Serverless Costs on Public Platforms: Bridging Billing, Architectur",SAME_BRANCH,VIRT-EUROSYS26-16,"Both examine the economics/architecture of production serverless resource pools (this paper on billing, DROPS on container-pool cost) for the same class of platform."
VIRT-EUROSYS26-13,Not A DPU in Name Only! Unleashing RDMA-capable DPUs in Multi-Tenant Serverless ,CONTRASTS_WITH,"SPRIGHT / NightCore (intra-node shared-memory serverless data planes, cited baselines)",Both prior systems rely exclusively on intra-node shared memory and cannot extend across nodes; NADINO's DPU-mediated RDMA plane is evaluated as a distributed extension of the same zero-copy goal.
VIRT-EUROSYS26-13,Not A DPU in Name Only! Unleashing RDMA-capable DPUs in Multi-Tenant Serverless ,ALTERNATIVE,"FUYAO-F / RMMap (one-sided RDMA serverless data planes, cited baselines)",These use one-sided RDMA and incur synchronization/copy overhead from the 'receiver-oblivious' problem that NADINO avoids by choosing two-sided RDMA.
VIRT-EUROSYS26-15,DROPS: Managing Serverless Resource Pools in Microsoft Azure Functions,SAME_BRANCH,VIRT-EUROSYS26-05,Squeezy makes VM memory reclamation for serverless sandboxes fast; DROPS manages the resulting warm-sandbox pool's size/cost -- adjacent layers of the same sandbox-lifecycle-cost problem.
VIRT-EUROSYS26-18,"Pyramid: A Secure, Resource-Efficient, and Pluggable Kubernetes for Multi-Tenanc",SAME_BRANCH,VIRT-EUROSYS26-20,"Both are confidential-computing isolation-architecture papers from overlapping Ant Group-affiliated authors (Pyramid: Fabing Li, Hongliang Tian, Shoumeng Yan; TrustWeave: different authors but same TDX/TEE cloud-security theme)."
VIRT-EUROSYS26-19,RoPeerTo: A Datacenter-Scale Architecture for Peer-To-Peer DMA between GPUs and ,SAME_BRANCH,VIRT-EUROSYS26-02,"Both are 2026 EuroSys accelerator-virtualization/device-mediation papers targeting FPGAs in heterogeneous datacenter settings (Proteus for FPGA-FPGA heterogeneity, RoPeerTo for GPU-FPGA peer DMA)."
VIRT-EUROSYS26-20,TrustWeave: Integrity Measurement and Attestation For Multi-Cloud LLMs,SAME_BRANCH,VIRT-EUROSYS26-18,"Both are 2026 EuroSys confidential-computing papers addressing trust/isolation for multi-tenant TEE-based cloud deployments (Pyramid for orchestration, TrustWeave for runtime attestation)."
VIRT-OSDI26-01,"JANUS: Cross-World, Cooperative Nested Virtualization for Secure Containers",LAYER_ABOVE,VIRT-EUROSYS26-03,"JANUS is a cooperative nested-virtualization architecture built on the same hardware-assisted nested-virtualization primitives (VMCS/VMCB handling, EPT) that NecoFuzz fuzzes for correctness."
VIRT-OSDI26-01,"JANUS: Cross-World, Cooperative Nested Virtualization for Secure Containers",ALTERNATIVE,"PVM (software-based nested virtualization, cited baseline)",JANUS is evaluated head-to-head against PVM and standard nested KVM as the two existing nested-virtualization approaches for Kata Containers.
VIRT-OSDI26-02,M3U: Scalable Kernel Memory Management for Efficient Post-copy Live Migration of,SAME_BRANCH,VIRT-EUROSYS26-04,"Both are 2026 live-migration papers; M3U addresses post-copy kernel-MMU scalability for large VMs, complementary to the EuroSys paper's cross-processor migration feasibility problem."
VIRT-OSDI26-02,M3U: Scalable Kernel Memory Management for Efficient Post-copy Live Migration of,CONTRASTS_WITH,VIRT-SOSP25-01,M3U migrates a paravirtual (VirtIO) device's I/O-fault-visible state via proactive virtqueue pre-installation; Device-Assisted Live Migration of RDMA Devices solves the harder case of migrating truly opaque hardware device state for RDMA passthrough.
VIRT-OSDI26-03,Compaction-Free Memory Defragmentation for Virtualization via Infinite Guest Phy,CONTRASTS_WITH,VIRT-SOSP25-02,"Demeter (SOSP25-02) delegates tiered-memory hot/cold page management fully into the guest at 2MB granularity; InfiniDefrag instead keeps defragmentation host-transparent by exploiting an oversized GPA space, a different point on the guest/host memory-management delegation spectrum."
VIRT-OSDI26-03,Compaction-Free Memory Defragmentation for Virtualization via Infinite Guest Phy,ALTERNATIVE,"vMitosis (NUMA-aware defragmentation, cited related work)",Paper positions vMitosis as orthogonal (page-table-locality-focused) and suggests its own memory-trade mechanism could itself be made NUMA-aware.
VIRT-OSDI26-04,Inside Out: A Paradigm Shift In VM Introspection,ALTERNATIVE,"LibVMI (pause-based VMI, cited baseline)",GOODKIT is evaluated head-to-head against LibVMI across rootkit/ransomware/liveness workloads as the dominant prior live-VMI approach.
VIRT-OSDI26-04,Inside Out: A Paradigm Shift In VM Introspection,CONTRASTS_WITH,"BlueGuard (SmartNIC-based VMI, cited related work)",Paper contrasts GOODKIT's hypervisor-colocated-VM approach against BlueGuard's specialized-SmartNIC-hardware approach to the same introspection problem.
VIRT-OSDI26-05,Blowfish: Elastic Virtual Machine Memory for Disaggregated Memory,CONTRASTS_WITH,VIRT-SOSP25-02,Demeter delegates the full tiering pipeline (including data migration) to the guest at 2MB granularity requiring GPT/IOPT updates; Blowfish keeps only hotness tracking in the guest and does all data movement/EPT-only reclamation on the host at subpage granularity.
VIRT-OSDI26-05,Blowfish: Elastic Virtual Machine Memory for Disaggregated Memory,SAME_BRANCH,VIRT-EUROSYS26-08,Both address memory tiering/partitioning for multi-tenant clouds; MTTM partitions fast-tier capacity across tenants while Blowfish reclaims/restores cold pages to a far-memory tier for a single VM -- complementary layers of the same CXL/RDMA-disaggregated-memory stack.
VIRT-OSDI26-05,Blowfish: Elastic Virtual Machine Memory for Disaggregated Memory,USES_MECHANISM_FROM,"Hermit (RDMA far-memory backend, cited)","Blowfish explicitly builds its RDMA data-transfer path on Hermit's paging backend, adding VM-specific EPT-only reclamation and guest hotness tracking on top."
VIRT-OSDI26-06,"Nixie: Efficient, Transparent Temporal Multiplexing for Consumer GPUs",CONTRASTS_WITH,NVIDIA Unified Virtual Memory (UVM) / nvshare / TGS (baselines),"Nixie is explicitly designed and evaluated against demand-paging (UVM/nvshare) and priority-scheduling (TGS) alternatives for consumer-GPU multiplexing, with quantitative comparisons for all three."
VIRT-OSDI26-07,μShell: A Microkernel-based FPGA Shell Architecture,CONTRASTS_WITH,"Coyote v2 / AmorphOS / Harmonia (monolithic FPGA shells, cited baselines)",uShell is evaluated head-to-head against Coyote v2 and positioned against AmorphOS/Harmonia as combining dynamic composability with fine-grained inter-component isolation that those monolithic shells lack.
VIRT-OSDI26-07,μShell: A Microkernel-based FPGA Shell Architecture,USES_MECHANISM_FROM,"seL4 / M3 (CPU microkernels, cited related work)",Paper explicitly adapts capability delegation and hierarchical privilege structures from CPU microkernels to a hardware task context where context switches are infeasible.
VIRT-OSDI26-08,Virtualizing eBPF with Late-Binding,CONTRASTS_WITH,cgroup-eBPF / KrakenGuard (cited related work),Paper's own comparison table shows cgroup-eBPF and KrakenGuard provide load-time admission control or partial isolation but neither combines enforced dispatch isolation with per-tenant state isolation the way vBPF does.
VIRT-OSDI26-09,vBOIDs: Taming Chaos via Coarse-grained Scheduling Abstraction for Containers,TRADEOFF_PAIR,Firecracker microVMs (cited baseline),"Paper's own evaluation shows vBOIDs matches or beats Firecracker's scheduling stability/throughput without hypervisor overhead, but explicitly trades away Firecracker's guest-kernel isolation."
VIRT-OSDI26-11,Rethinking Process Snapshots for Near-Warm Serverless Cold Starts,CONTRASTS_WITH,"REAP / FaaSnap (VM-boundary snapshot restore, cited baselines)","Spice is evaluated head-to-head against these VM-boundary snapshot systems and attributes part of their overhead specifically to guest-OS virtual-clock-jump housekeeping, a VM-virtualization-specific cost a process-boundary mechanism avoids."
VIRT-OSDI26-11,Rethinking Process Snapshots for Near-Warm Serverless Cold Starts,ALTERNATIVE,"CRIU (process-boundary checkpoint/restore, cited baseline)",Both operate at the process boundary; Spice replaces CRIU's syscall-replay reconstruction with a single kernel-level sparse-mapping primitive.
VIRT-OSDI26-13,DVLA: Dynamic VM Lifetime Aware Scheduling for Drifting Lifetime Distributions a,SAME_BRANCH,VIRT-EUROSYS25-02,"Both are VM placement/rescheduling papers that treat live migration as a budgeted operational primitive rather than a mechanism under study; VMR2L (EuroSys25) optimizes migration destination choice for CPU defragmentation, DVLA (OSDI26) optimizes initial+corrective placement by predicted VM lifetime -- complementary levers on the same VM-fleet-packing problem."
VIRT-CCGRID26-01,TelePod: Live Migration for Stateful Containers,USES_MECHANISM_FROM,"VM pre-copy live migration (Clark et al., NSDI 2005)","Abstract explicitly frames TelePod's technique as combining pre-copy iterative memory transfer (the classical hypervisor live-migration technique) with a new overlapped transmission-restoration step, and benchmarks against hypervisor-based VM migration performance."
VIRT-CCGRID26-01,TelePod: Live Migration for Stateful Containers,USES_MECHANISM_FROM,CRIU (Checkpoint/Restore In Userspace),Prototype is explicitly 'based on modified Checkpoint/Restore In Userspace (CRIU)'.
VIRT-CCGRID26-03,Priority-Aware GPU Co-Scheduling for High Performance Computing,CONTRASTS_WITH,VIRT-CCGRID26-04,"Both papers modify GPU resource-sharing behavior at the driver/scheduler layer (MPS priority vs. SVM migration/eviction) without introducing a new virtual-GPU abstraction, illustrating two different SUPPORT-level improvements to existing GPU virtualization/sharing mechanisms."
VIRT-CCGRID26-04,Enhanced SVM for Improving Application Performance Under GPU Memory Oversubscrip,CONTRASTS_WITH,VIRT-CCGRID26-03,Both papers are SUPPORT-level improvements to existing GPU sharing/virtualization mechanisms (SVM paging policy vs. MPS scheduling policy) rather than new virtual-GPU abstractions.
VIRT-HPDC26-01,Enabling Floating Point Virtualization With Tiny Numbers,EXTENSION,"Virtualization So Light, It Floats! Accelerating Floating Point Virtualization (Wanninger, Dhiantravan, Dinda; HPDC 2025, DOI 10.1145/3731545.3731584)","Same senior/last author (Peter Dinda) and the same overall floating-point-virtualization research program (per the author's own publication list, listed consecutively as HPDC 2025 and HPDC 2026 entries); the 2025 system (FPVM) uses trap-and-emulate plus 'NaN-boxing' to virtualize toward LARGER alternative arithmetic (MPFR, posits, interval arithmetic), while the 2026 abstract explicitly targets th"
VIRT-HPDC26-04,Krysha: Cost-Efficient Resource Orchestration for Geo-Distributed Serverless Mic,CONTRASTS_WITH,VIRT-CCGRID26-02,"Both papers concern the mismatch between fixed VM/instance resource bundles and actual workload needs — one at the level of raw IaaS VM catalogs (CCGrid26-02), the other at the level of serverless function provisioning built atop those instances (this paper)."
VIRT-EUROSYS24-01,HD-IOV: SW-HW Co-designed I/O Virtualization with Scalability and Flexibility fo,PRECURSOR,VIRT-ASPLOS26-01,"Both target SR-IOV's fixed-VF-count scaling ceiling for high-density multi-tenant hosts; HD-IOV's software-mediated, PASID/queue-pair-level isolation is a direct architectural predecessor to SG-IOV's socket-granular hardware partitioning for SmartNIC container networks."
VIRT-EUROSYS24-02,Hoda: a High-performance Open vSwitch Dataplane with Multiple Specialized Data P,PRECURSOR,VIRT-EUROSYS25-06,"Both are ByteDance-affiliated virtual-switch performance efforts a year apart (Hoda authors include ByteDance co-authors Peng He, Junjie Wan, Yuhao Zhou, Xiongchun Duan, Yu Zhang). Hoda keeps Open vSwitch but specializes its datapath per OpenFlow program; Byte vSwitch (2025) discards OVS entirely for a purpose-built forwarding engine - together they read as successive ByteDance strategies (patch-t"
VIRT-EUROSYS24-03,"Orion: Interference-aware, Fine-grained GPU Sharing for ML Applications",CONTRASTS_WITH,NVIDIA MIG (hardware GPU partitioning),"Orion achieves sharing purely in software at kernel granularity with no security isolation, the opposite trade-off point from hardware-partitioned MIG instances."
VIRT-EUROSYS24-04,SmartNIC Security Isolation in the Cloud with S-NIC,SAME_BRANCH,VIRT-ATC24-06,Both build mechanisms for safe SmartNIC multi-tenancy; OSMOSIS focuses on resource multiplexing/QoS across tenants while S-NIC focuses on hard hardware isolation against a distrusting host OS.
VIRT-EUROSYS24-04,SmartNIC Security Isolation in the Cloud with S-NIC,CONTRASTS_WITH,VIRT-HPCA26-05,"S-NIC's isolation model (locked TLBs, denylists, cache/bus partitioning) is exactly the class of accelerator-sharing protection that DSAssassin shows can be bypassed on a different shared accelerator (Intel DSA) via an unisolated Device TLB and shared work queue."
VIRT-EUROSYS24-05,Pronghorn: Effective Checkpoint Orchestration for Serverless Hot-Starts,SAME_BRANCH,VIRT-OSDI24-01,Both optimize serverless cold/hot start via snapshot management (Pronghorn: which/when to checkpoint a CRIU process snapshot; Sabre: how to compress/restore a Firecracker microVM snapshot faster) at different layers of the isolation stack (process checkpoint vs. VM snapshot).
VIRT-OSDI24-01,Sabre: Hardware-Accelerated Snapshot Compression for Serverless MicroVMs,SAME_BRANCH,VIRT-EUROSYS24-05,"Both target serverless cold/hot-start cost via snapshot mechanisms, one at the VM layer (Sabre/Firecracker) and one at the process/CRIU layer (Pronghorn)."
VIRT-OSDI24-02,Managing Memory Tiers with CXL in Virtualized Environments,LAYER_ABOVE,VIRT-OSDI24-06,"Both concern tiered/CXL memory management; Nomad addresses OS-level page migration mechanics for a single host, while this paper adds the multi-tenant/VM isolation layer (page coloring) on top of a similar tiering substrate."
VIRT-OSDI24-03,Microkernel Goes General: Performance and Compatibility in the HongMeng Producti,CONTRASTS_WITH,Type-1 hypervisor VM isolation (e.g. KVM/Xen),Paper explicitly contrasts its OS-service isolation classes and shared-memory co-management with the 'double memory management'/'double thread scheduling' overhead and nested-page-table costs that hypervisor-based VM isolation incurs.
VIRT-OSDI24-05,Burstable Cloud Block Storage with Data Processing Units,SAME_BRANCH,VIRT-SOSP24-02,Both are Alibaba/production-scale device-virtualization papers addressing per-tenant resource control at a DPU/IOMMU-mediated I/O boundary for passthrough-style VM storage/NIC access.
VIRT-OSDI24-06,Nomad: Non-Exclusive Memory Tiering via Transactional Page Migration,LAYER_BELOW,VIRT-OSDI24-02,"Nomad's transactional page migration is a host-OS-level tiering mechanism of the same kind that a hypervisor-level, multi-tenant tiering system (Managing Memory Tiers with CXL) would need to build on or extend for a VM setting."
VIRT-OSDI24-08,ServerlessLLM: Low-Latency Serverless Inference for Large Language Models,USES_MECHANISM_FROM,VIRT-OSDI24-01,"Both apply snapshot/checkpoint-loading and migration ideas from the VM/serverless world to speed up cold starts, one for Firecracker microVMs (Sabre) and one for LLM model checkpoints (ServerlessLLM)."
VIRT-SOSP24-01,vSoC: Efficient Virtual System-on-Chip on Heterogeneous Hardware,CONTRASTS_WITH,Modular per-device virtio/SR-IOV device virtualization,"vSoC explicitly breaks from the modular isolated-virtual-device architecture used on PC/server hardware because mobile SoCs are unified-memory, requiring a fundamentally different (shared-virtual-memory) device-virtualization design."
VIRT-SOSP24-02,VPRI: Efficient I/O Page Fault Handling via Software-Hardware Co-Design for IaaS,TRADEOFF_PAIR,VIRT-SOSP24-03,"Both solve device-passthrough memory-safety/overcommit costs at the IOMMU/DMA boundary -- F&S cuts the cost of strict per-DMA IOTLB invalidation for a fixed pinned memory footprint, while VPRI removes the need for static pinning at all via software-managed IOPF; together they cover complementary corners of the passthrough safety/performance/memory-elasticity trade-off space."
VIRT-SOSP24-03,Fast & Safe IO Memory Protection,TRADEOFF_PAIR,VIRT-SOSP24-02,"F&S makes strict per-DMA IOMMU protection cheap for a statically-pinned passthrough memory footprint, while VPRI removes the need for static pinning via software-managed IOPF; both attack the passthrough safety/performance/memory-cost triangle from different corners."
VIRT-SOSP24-04,Unifying serverless and microservice workloads with SigmaOS,SAME_BRANCH,VIRT-SOSP24-07,Both are new OS-level isolation mechanisms (SigmaOS's sigma-containers vs. KFlex's kernel-extension safety split) built specifically to reduce the cost of an existing isolation boundary rather than to consume one.
VIRT-ATC24-04,PeRF: Preemption-enabled RDMA Framework,SAME_BRANCH,VIRT-ATC24-06,Both virtualize a physical I/O device (RNIC vs SmartNIC) for multi-tenant performance isolation via software resource-multiplexing mechanisms rather than hardware SR-IOV partitioning.
VIRT-ATC24-06,OSMOSIS: Enabling Multi-Tenancy in Datacenter SmartNICs,SAME_BRANCH,VIRT-ATC24-04,Both are software/hardware mechanisms that add multi-tenant performance isolation to a physical I/O device (RNIC vs SmartNIC) that natively lacks it.
VIRT-ATC24-14,"A Secure, Fast, and Resource-Efficient Serverless Platform with Function REWIND",ALTERNATIVE,VIRT-ATC24-19,"Both attack cheap sandboxed-execution restart in serverless/microVM settings, but REWIND resets a container in place via CoW page-table bookkeeping while PASS/SnapStart restores a whole MicroVM from a persistent-memory snapshot."
VIRT-ATC24-19,Expeditious High-Concurrency MicroVM SnapStart in Persistent Memory with an Augm,ALTERNATIVE,VIRT-ATC24-14,"Both attack cheap sandboxed-execution restart in serverless/microVM settings, but REWIND resets a container in place via CoW page-table bookkeeping while PASS/SnapStart restores a whole MicroVM from a persistent-memory snapshot."
VIRT-ATC24-20,Taming Hot Bloat Under Virtualization with HugeScope,SAME_BRANCH,VIRT-EUROSYS25-03,"Both operate on the hypervisor's EPT-mediated view of guest memory to improve VM memory-management decisions (HyperAlloc for de/inflation, HugeScope for hot/cold classification under huge pages)."
VIRT-SOCC24-01,On-demand and Parallel Checkpoint/Restore for GPU Applications,SAME_BRANCH,VIRT-ATC24-19,"Both use on-demand, page-fault-driven restoration to cut cold-start latency for accelerated/serverless workloads, one for whole MicroVMs (PASS) and one for GPU application state (gCROP)."
VIRT-SOCC24-02,KACE: Kernel-Aware Colocation for Efficient GPU Spatial Sharing,SAME_BRANCH,VIRT-ATC24-03,"Both address GPU sharing among concurrent workloads (KACE via MPS colocation of training/inference jobs, StreamBox via streams for serverless inference), illustrating different points on the spatial/temporal GPU-sharing spectrum."
VIRT-SOCC24-03,Process-as-a-Service: Unifying Elastic and Stateful Clouds with Serverless Proce,CONTRASTS_WITH,VIRT-ATC24-19,"Both use a swap/serialize-to-storage lifecycle to cut cost while preserving state, but PASS/SnapStart snapshots a whole MicroVM's guest-physical memory at the hypervisor level while PraaS serializes one application process's state at the platform-API level."
VIRT-SOCC24-04,SURE: Secure Unikernels Make Serverless Computing Rapid and Efficient,SAME_BRANCH,VIRT-SOCC24-05,Both are unikernel systems papers in the same SoCC 2024 session ('The Basics'); uIO focuses on making unikernels extensible/portable while SURE applies unikernels specifically to serverless isolation.
VIRT-SOCC24-05,uIO: Lightweight and Extensible Unikernels,ALTERNATIVE,VIRT-MIDDLEWARE24-15,"Both build in-process isolation domains for untrusted/auxiliary code sharing an address space with a trusted body of code -- uIO uses x86 MPK (or eBPF) inside a unikernel guest, LightZone uses ARM64 TTBR/PAN switching for regular multi-threaded processes; alternative hardware primitives for the same isolation-domain-count/switch-cost trade-off."
VIRT-SOCC24-05,uIO: Lightweight and Extensible Unikernels,SAME_BRANCH,SURE (SoCC 2024),Both are unikernel-architecture papers in the same SoCC 2024 session; SURE applies Unikraft to serverless sandbox isolation while uIO makes Unikraft runtime-extensible without breaking its isolation model.
VIRT-SOCC24-06,Securing a Multiprocessor KVM Hypervisor with Rust,EXTENSION,HypSec / SeKVM (Arm KVM confidential hypervisor line),"The paper directly implements and benchmarks against 'HypSec-5.15', a C-based implementation of the same EL2-Rcore/deprivileged-host design; KrustVM is a Rust re-implementation of that same architecture, aimed at eliminating memory-safety bugs in the C TCB."
VIRT-SOCC24-06,Securing a Multiprocessor KVM Hypervisor with Rust,SAME_BRANCH,Android hypervisor test-oracle paper (SOSP 2025),"Both address correctness/trust of a commodity hypervisor's TCB (one via a safe-language rewrite with compile-time guarantees, the other via testing); complementary approaches to the same hypervisor-correctness problem in taxonomy T7."
VIRT-SOCC24-07,"Towards Swap-Free, Continuous Ballooning for Fast, Cloud-Based Virtual Machine M",ALTERNATIVE,VIRT-EUROSYS25-03,HyperAlloc replaces virtio-balloon/virtio-mem with a shared page-frame allocator interface to make de/inflation fast and DMA-safe; this paper instead keeps the classic balloon-driver protocol but makes it safe to run continuously (including during migration) by adding real-time coordination logic -- two different fixes to the same 'ballooning is risky/slow' problem.
VIRT-SOCC24-07,"Towards Swap-Free, Continuous Ballooning for Fast, Cloud-Based Virtual Machine M",SAME_BRANCH,VIRT-EUROSYS26-05,Squeezy attacks slow VM memory reclamation for serverless FaaS VMs by making the guest kernel aware of hotplugged-vs-ordinary memory; this paper attacks the safety (OOM/swap) of ballooning-based deflation for live-migrated cloud VMs -- both are 2024-2026 responses to the same underlying VM-memory-elasticity design space the brief highlights as a lineage (HyperAlloc/Squeezy).
VIRT-SOCC24-08,PCLive: Pipelined Restoration of Application Containers for Reduced Service Down,USES_MECHANISM_FROM,CRIU (Checkpoint/Restore In Userspace),"PCLive is implemented as a modification to CRIU and runC, restructuring CRIU's restore path from a single-shot operation into a pipelined, dependency-ordered one."
VIRT-SOCC24-10,Faascale: Scaling MicroVM Vertically for Serverless Computing with Memory Elasti,SAME_BRANCH,VIRT-EUROSYS25-03,"HyperAlloc gives full KVM VMs fast, DMA-safe memory de/inflation via a hypervisor-shared page-frame allocator; Faascale applies the same 'runtime VM memory elasticity' goal to Firecracker microVMs via a coordinated guest+VMM+host-kernel path -- same taxonomy branch (T2), different VM weight class."
VIRT-SOCC24-10,Faascale: Scaling MicroVM Vertically for Serverless Computing with Memory Elasti,SAME_BRANCH,VIRT-EUROSYS26-05,Squeezy makes reclamation of hotplugged VM memory fast for serverless FaaS VMs by making the guest kernel hotplug-aware; Faascale's guest+host-kernel-coordinated vertical scaling for Firecracker microVMs targets the same serverless-VM-memory-elasticity problem from the microVM side of the design space.
VIRT-SOCC24-11,Snapipeline: Accelerating Snapshot Startup for FaaS Containers,SAME_BRANCH,VIRT-SOCC24-08,Both titles indicate pipelined restoration/snapshot-startup mechanisms for containerized workloads in the same SoCC 2024 'Speed and Scale in Serverless' / 'Elastic Cloud' session cluster; grouped for the same restore-pipelining design question.
VIRT-ASPLOS24-01,Direct Memory Translation for Virtualized Clouds,TRADEOFF_PAIR,EPT/NPT nested paging (Intel/AMD hardware 2D page walk),Paper positions DMT/pvDMT as replacing the sequential 2D EPT/NPT walk with a single direct-mapped reference.
VIRT-ASPLOS24-02,Verifying Rust Implementation of Page Tables in a Software Enclave Hypervisor,USES_MECHANISM_FROM,Extended Page Tables / SGX-style enclave isolation,HyperEnclave is a software TEE that virtualizes enclave memory via EPTs analogous to SGX/EPT hardware isolation.
VIRT-ASPLOS24-03,GMLake: Efficient and Transparent GPU Memory Defragmentation for Large-scale DNN,SAME_BRANCH,VIRT-ASPLOS24-01,"Both papers apply virtual-memory decoupling/remapping (VMA-to-physical for CPU/VMs, GPU virtual-to-physical for DNN training) to eliminate a translation/fragmentation bottleneck."
VIRT-ASPLOS24-04,"Lightweight Fault Isolation: Practical, Efficient, and Secure Software Sandboxin",ALTERNATIVE,WebAssembly sandboxing (Wasm2c/WAMR),Paper directly benchmarks LFI against WAMR/wasm2c as competing lightweight-isolation mechanisms for untrusted code.
VIRT-ASPLOS24-05,RainbowCake: Mitigating Cold-starts in Serverless with Layer-wise Container Cach,SAME_BRANCH,VIRT-ASPLOS24-06,"Both target serverless cold-start/idle-container memory cost in the same 'Serverless Computing 1' ASPLOS 2024 session, from complementary angles (container-cache layering vs container memory offloading)."
VIRT-ASPLOS24-06,FaaSMem: Improving Memory Efficiency of Serverless Computing with Memory Pool Ar,SAME_BRANCH,VIRT-ASPLOS24-05,"Both address the cost of keeping serverless containers warm; FaaSMem attacks memory footprint, RainbowCake attacks cache-layer duplication."
VIRT-ASPLOS24-07,RAP: Resource-aware Automated GPU Sharing for Multi-GPU Recommendation Model Tra,CONTRASTS_WITH,MIG/MPS-based vGPU partitioning (CORE-tier),"RAP explicitly benchmarks against and avoids relying on MIG/MPS hardware partitioning, instead using a software cost model."
VIRT-ASPLOS24-08,Pentimento: Data Remanence in Cloud FPGAs,TRADEOFF_PAIR,Cloud FPGA multi-tenancy providers' logical-wipe isolation model,Paper demonstrates the providers' stated isolation guarantee (logical scrub between tenants) is insufficient against a physical side channel.
